YNSM_NO,YNSM_CUST,ynsd_prod,ynsd_qty,ynsd_amt,YN_DATE
S2530008            ,A0616     ,PS053B2DB07000000F02,1,282272.73,3/3/2025
S2530008            ,A0616     ,PS053B2DH66000000F01,1,277272.73,3/3/2025
S2530009            ,A0616     ,SXV02342SCA001001,1,0,3/3/2025
S2530009            ,A0616     ,SXV02342SCA003001,1,0,3/3/2025
S2530001            ,A0803     ,PS05109DLG6W12315001,20,174090.91,3/1/2025
S2530001            ,A0803     ,SXV02120SCA003002,50,35454.55,3/1/2025
S2530001            ,A0803     ,SXV02848SCA003001,10,39090.91,3/1/2025
S2530002            ,A0803     ,PS05109DYA7W123B1001,4,0,3/1/2025
S2520078            ,A0260     ,PS051H4DB07000000001,8,232272.73,2/28/2025
S2520078            ,A0260     ,PS051H4DH66000000001,8,227272.73,2/28/2025
S2520078            ,A0260     ,PS051H4DLK9000000001,8,227272.73,2/28/2025
S2520079            ,A0274     ,PS051H4DB03000000001,5,227272.73,2/28/2025
S2520079            ,A0274     ,PS051H4DB07000000001,5,232272.73,2/28/2025
S2520079            ,A0274     ,PS051H4DLA8000000001,3,232272.73,2/28/2025
S2520079            ,A0274     ,PS051H4DLK9000000001,4,227272.73,2/28/2025
S2520079            ,A0274     ,PS051H4DH66000000001,4,227272.73,2/28/2025
S2520079            ,A0274     ,PS051H4DH79000000001,3,232272.73,2/28/2025
S2520080            ,A0462     ,PS051H4DB03000000001,3,227272.73,2/28/2025
S2520080            ,A0462     ,PS051H4DB07000000001,6,232272.73,2/28/2025
S2520080            ,A0462     ,PS051H4DLA8000000001,3,232272.73,2/28/2025
S2520080            ,A0462     ,PS051H4DR12000000001,3,232272.73,2/28/2025
S2520080            ,A0462     ,PS051H4DLK9000000001,3,227272.73,2/28/2025
S2520080            ,A0462     ,PS051H4DH66000000001,3,227272.73,2/28/2025
S2520080            ,A0462     ,PS051H4DH79000000001,3,232272.73,2/28/2025
S2520081            ,A0666     ,PS05848DLH4B046B1F01,1,455000,2/28/2025
S2520081            ,A0666     ,PS05848DG54B046B1G01,3,455000,2/28/2025
S2520081            ,A0666     ,PS05622DB03000000F01,1,562770.91,2/28/2025
S2520081            ,A0666     ,PS05622DH66000000G01,1,562770.91,2/28/2025
S2520081            ,A0666     ,PS051E4DR18000000001,5,127272.73,2/28/2025
S2520081            ,A0666     ,PS051E4D015000000001,4,127272.73,2/28/2025
S2520081            ,A0666     ,PS051E4DY04000000001,10,127272.73,2/28/2025
S2520081            ,A0666     ,PS051C8DR01000000001,1,168181.82,2/28/2025
S2520081            ,A0666     ,PS051E5DR01000000001,4,136363.64,2/28/2025
S2520081            ,A0666     ,PS051E5DG04000000001,3,136363.64,2/28/2025
S2520081            ,A0666     ,PS051E5DY04000000001,3,136363.64,2/28/2025
S2520081            ,A0666     ,PS05849DB07B0211HG01,3,341363.64,2/28/2025
S2520081            ,A0666     ,SXV02288SCA003001,1,31818.18,2/28/2025
S2520081            ,A0666     ,SXV02120SCA003002,1,31818.18,2/28/2025
S2520082            ,A0809     ,PS051H4DB03000000001,3,227272.73,2/28/2025
S2520082            ,A0809     ,PS051H4DB07000000001,5,232272.73,2/28/2025
S2520082            ,A0809     ,PS051H4DH66000000001,3,227272.73,2/28/2025
S2520082            ,A0809     ,PS051H4DH79000000001,3,232272.73,2/28/2025
S2520082            ,A0809     ,PS051H4DLA8000000001,4,232272.73,2/28/2025
S2520082            ,A0809     ,PS051H4DLK9000000001,3,227272.73,2/28/2025
S2520082            ,A0809     ,PS051H4DR12000000001,3,232272.73,2/28/2025
S2520083            ,A0817     ,PS051H4DB03000000001,12,227272.73,2/28/2025
S2520083            ,A0817     ,PS051H4DLK9000000001,12,227272.73,2/28/2025
S2520083            ,A0817     ,PS051H4DH66000000001,12,227272.73,2/28/2025
S2520083            ,A0817     ,PS051H4DLA8000000001,12,232272.73,2/28/2025
S2520084            ,A0833     ,PS051H4DB07000000001,6,232272.73,2/28/2025
S2520084            ,A0833     ,PS051H4DH66000000001,6,227272.73,2/28/2025
S2520084            ,A0833     ,PS051H4DLK9000000001,6,227272.73,2/28/2025
S2520084            ,A0833     ,PS051H4DB03000000001,6,227272.73,2/28/2025
S2520085            ,A0852     ,PS051C8DB07000000001,18,185000,2/28/2025
S2520085            ,A0852     ,PS051C8DG63000000001,4,185000,2/28/2025
S2520085            ,A0852     ,PS051C8DW01000000001,2,180000,2/28/2025
S2520086            ,A0854     ,PS051H4DB03000000001,3,227272.73,2/28/2025
S2520086            ,A0854     ,PS051H4DB07000000001,5,232272.73,2/28/2025
S2520086            ,A0854     ,PS051H4DH66000000001,3,227272.73,2/28/2025
S2520086            ,A0854     ,PS051H4DH79000000001,3,232272.73,2/28/2025
S2520086            ,A0854     ,PS051H4DLA8000000001,4,232272.73,2/28/2025
S2520086            ,A0854     ,PS051H4DLK9000000001,3,227272.73,2/28/2025
S2520086            ,A0854     ,PS051H4DR12000000001,3,232272.73,2/28/2025
S2520076            ,A0666     ,SXV02120SCA003002,10,31818.18,2/27/2025
S2520076            ,A0666     ,SXV02128SCA004001,30,31818.18,2/27/2025
S2520076            ,A0666     ,PS05622DB07000000F01,2,567770.91,2/27/2025
S2520076            ,A0666     ,PS05622DB07000000G01,2,567770.91,2/27/2025
S2520076            ,A0666     ,PS05622DB07000000H01,8,567770.91,2/27/2025
S2520076            ,A0666     ,PS053A2DR48000000E01,1,268181.82,2/27/2025
S2520076            ,A0666     ,PS053A2DY62000000E01,1,268181.82,2/27/2025
S2520076            ,A0666     ,PS053A2DY86000000E01,1,268181.82,2/27/2025
S2520076            ,A0666     ,PS053A2DLK9000000E01,1,268181.82,2/27/2025
S2520076            ,A0666     ,PS053A2D015000000F01,3,268181.82,2/27/2025
S2520076            ,A0666     ,PS053A2D015000000G01,3,268181.82,2/27/2025
S2520076            ,A0666     ,PS051E4DR18000000001,1,127272.73,2/27/2025
S2520076            ,A0666     ,PS051E4DY86000000001,1,127272.73,2/27/2025
S2520076            ,A0666     ,PS051E4DY04000000001,1,127272.73,2/27/2025
S2520076            ,A0666     ,PS051E5DG04000000001,1,136363.64,2/27/2025
S2520076            ,A0666     ,PS051E5DL50000000001,1,136363.64,2/27/2025
S2520076            ,A0666     ,PS051E5DR01000000001,1,136363.64,2/27/2025
S2520076            ,A0666     ,PS051E5DR47000000001,1,136363.64,2/27/2025
S2520076            ,A0666     ,PS051E5DY04000000001,1,136363.64,2/27/2025
S2520076            ,A0666     ,PS051E5DY86000000001,1,136363.64,2/27/2025
S2520076            ,A0666     ,PS051E5DR12000000001,1,141363.64,2/27/2025
S2520076            ,A0666     ,PS051C8D015000000001,1,168181.82,2/27/2025
S2520076            ,A0666     ,PS051C8DG04000000001,1,168181.82,2/27/2025
S2520076            ,A0666     ,PS051C8DR01000000001,1,168181.82,2/27/2025
S2520076            ,A0666     ,PS051C8DS05000000001,1,168181.82,2/27/2025
S2520076            ,A0666     ,PS051C8DY04000000001,1,168181.82,2/27/2025
S2520076            ,A0666     ,PS051C8DR12000000001,1,173181.82,2/27/2025
S2520076            ,A0666     ,PS051C8DG63000000001,1,173181.82,2/27/2025
S2520076            ,A0666     ,PS05288D030000000F01,1,208181.82,2/27/2025
S2520076            ,A0666     ,PS05188DH66000000001,1,172727.27,2/27/2025
S2520076            ,A0666     ,PS05188DLG6000000001,1,177727.27,2/27/2025
S2520076            ,A0666     ,PS05188DLK9000000001,1,172727.27,2/27/2025
S2520076            ,A0666     ,PS05188DS01000000001,1,172727.27,2/27/2025
S2520076            ,A0666     ,PS05188DY03000000001,1,172727.27,2/27/2025
S2520077            ,A0666     ,PS053A2DY62000000G01,2,0,2/27/2025
S2520070            ,A0260     ,PS051C8DR11000000001,23,180000,2/26/2025
S2520070            ,A0260     ,PS051C8DH66000000001,1,180000,2/26/2025
S2520071            ,A0822     ,PS051C8DB07000000001,8,173181.82,2/26/2025
S2520071            ,A0822     ,PS051C8DLA8000000001,4,173181.82,2/26/2025
S2520071            ,A0822     ,PS051C8DH66000000001,8,168181.82,2/26/2025
S2520071            ,A0822     ,PS051C8DY03000000001,4,168181.82,2/26/2025
S2520072            ,A0822     ,PS05288DS01000000F01,5,208181.82,2/26/2025
S2520072            ,A0822     ,PS05288DR48000000F01,4,208181.82,2/26/2025
S2520072            ,A0822     ,PS05288DG04000000F01,1,208181.82,2/26/2025
S2520072            ,A0822     ,PS053A2DLK9000000E01,1,268181.82,2/26/2025
S2520072            ,A0822     ,PS053A2DY62000000G01,2,268181.82,2/26/2025
S2520072            ,A0822     ,PS053A2D015000000G01,1,268181.82,2/26/2025
S2520073            ,A0822     ,PS05288DW01000000F01,2,0,2/26/2025
S2520074            ,A0889     ,PS05622DB07000000F01,1,595909.09,2/26/2025
S2520074            ,A0889     ,PS05622DS51000000F01,1,595909.09,2/26/2025
S2520074            ,A0889     ,PS05622DB03000000F01,1,590909.09,2/26/2025
S2520074            ,A0889     ,PS05622DB07000000G01,1,595909.09,2/26/2025
S2520074            ,A0889     ,PS05622DS51000000G01,2,595909.09,2/26/2025
S2520074            ,A0889     ,PS05622DH66000000G01,1,590909.09,2/26/2025
S2520074            ,A0889     ,PS05622DB07000000H01,1,595909.09,2/26/2025
S2520075            ,A0217     ,PS051C8DB07000000001,20,185000,2/26/2025
S2520075            ,A0217     ,PS05267DR11000000E01,4,324545.46,2/26/2025
S2520068            ,A0935     ,PS053A2DS51000000E01,1,286818.18,2/25/2025
S2520068            ,A0935     ,PS053A2DY86000000F01,2,281818.18,2/25/2025
S2520068            ,A0935     ,PS053A2DLK9000000E01,5,281818.18,2/25/2025
S2520068            ,A0935     ,PS053A2DY03000000F01,2,281818.18,2/25/2025
S2520068            ,A0935     ,PS051D2DB07000000001,7,104090.91,2/25/2025
S2520068            ,A0935     ,PS051D2DH66000000001,5,99090.91,2/25/2025
S2520068            ,A0935     ,PS051C8DS51000000001,7,185000,2/25/2025
S2520068            ,A0935     ,PS051C8DG63000000001,3,185000,2/25/2025
S2520068            ,A0935     ,PS051C8DB03000000001,2,180000,2/25/2025
S2520069            ,A0935     ,PS053A2DY62000000G01,2,0,2/25/2025
S2520067            ,A0285     ,PS05622DB03000000F01,8,590909.09,2/24/2025
S2520067            ,A0285     ,PS05622DB03000000G01,2,590909.09,2/24/2025
S2520067            ,A0285     ,PS05622DB07000000G01,5,595909.09,2/24/2025
S2520067            ,A0285     ,PS05622DB07000000H01,9,595909.09,2/24/2025
S2520065            ,A0865     ,PS053A2DLK9000000E01,2,268181.82,2/22/2025
S2520065            ,A0865     ,PS053A2DW13000000F01,3,268181.82,2/22/2025
S2520065            ,A0865     ,PS053A2DY03000000F01,3,268181.82,2/22/2025
S2520065            ,A0865     ,PS053A2DY86000000F01,1,268181.82,2/22/2025
S2520065            ,A0865     ,PS053A2DR47000000G01,1,268181.82,2/22/2025
S2520065            ,A0865     ,PS05831DLG6000000F01,6,459545.46,2/22/2025
S2520065            ,A0865     ,PS05831DS51000000G01,4,459545.46,2/22/2025
S2520065            ,A0865     ,PS051C8DG63000000001,1,173181.82,2/22/2025
S2520065            ,A0865     ,PS051C8DB03000000001,4,168181.82,2/22/2025
S2520065            ,A0865     ,PS051C8DR11000000001,1,168181.82,2/22/2025
S2520065            ,A0865     ,PS051C8DY62000000001,1,168181.82,2/22/2025
S2520065            ,A0865     ,PS051C8DL06000000001,1,168181.82,2/22/2025
S2520065            ,A0865     ,PS05848DH68B046B1F01,2,455000,2/22/2025
S2520065            ,A0865     ,PS05848DLH4B046B1F01,2,455000,2/22/2025
S2520065            ,A0865     ,PS05848DG54B046B1G01,2,455000,2/22/2025
S2520065            ,A0865     ,PS05849DB07B021D3G01,1,341363.64,2/22/2025
S2520065            ,A0865     ,PS05295DS05000000G01,1,241818.18,2/22/2025
S2520065            ,A0865     ,PS051E5DR12000000001,4,141363.64,2/22/2025
S2520065            ,A0865     ,PS051E5DR47000000001,4,136363.64,2/22/2025
S2520065            ,A0865     ,PS051E5DG04000000001,4,136363.64,2/22/2025
S2520065            ,A0865     ,PS051E5DR01000000001,4,136363.64,2/22/2025
S2520065            ,A0865     ,PS051E5DL50000000001,2,136363.64,2/22/2025
S2520065            ,A0865     ,PS05310DB07000000F01,3,296818.18,2/22/2025
S2520065            ,A0865     ,PS051D4DS51000000001,4,130454.55,2/22/2025
S2520065            ,A0865     ,PS053B2DH66000000E01,1,263636.36,2/22/2025
S2520065            ,A0865     ,SXV02342SCA001001,20,50000,2/22/2025
S2520065            ,A0865     ,SXV02120SCA003002,10,31818.18,2/22/2025
S2520065            ,A0865     ,SXV02848SCA003001,5,35000,2/22/2025
S2520066            ,A0865     ,PS053A2DS51000000E01,2,0,2/22/2025
S2520066            ,A0865     ,PS05831DRE2A04718G01,2,0,2/22/2025
S2520066            ,A0865     ,SXV02342SCA001001,1,0,2/22/2025
S2520059            ,A0286     ,PS05201DB03000000001,11,248181.82,2/21/2025
S2520059            ,A0286     ,PS05310DS01000000F01,3,307272.73,2/21/2025
S2520059            ,A0286     ,PS05310DL06000000F01,3,307272.73,2/21/2025
S2520059            ,A0286     ,PS05310DG14000000F01,2,307272.73,2/21/2025
S2520059            ,A0286     ,PS05310DLG6000000F01,3,312272.73,2/21/2025
S2520059            ,A0286     ,PS05310DB07000000F01,5,312272.73,2/21/2025
S2520060            ,A0817     ,PS051C8DLK9000000001,26,180000,2/21/2025
S2520060            ,A0817     ,PS051C8DH66000000001,4,180000,2/21/2025
S2520060            ,A0817     ,PS051C8DB07000000001,30,185000,2/21/2025
S2520061            ,A0666     ,PS051C8DB07000000001,24,173181.82,2/21/2025
S2520061            ,A0666     ,PS053A2DS51000000E01,6,273181.82,2/21/2025
S2520061            ,A0666     ,PS053A2DY62000000E01,2,268181.82,2/21/2025
S2520061            ,A0666     ,PS053A2DY62000000F01,2,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DLK9000000E01,10,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DG04000000E01,3,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DY62000000E01,2,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2D015000000E01,1,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DR48000000E01,2,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DY86000000E01,1,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DY03000000F01,3,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DR48000000F01,2,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DG04000000F01,2,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DY62000000F01,2,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2D015000000F01,1,268181.82,2/21/2025
S2520062            ,A0666     ,PS053A2DY86000000F01,1,268181.82,2/21/2025
S2520063            ,A0666     ,PS053A2DS51000000F01,2,0,2/21/2025
S2520064            ,A0666     ,PS053A2DS51000000E01,6,0,2/21/2025
S2520049            ,A0239     ,PS051C8DS51000000001,12,185000,2/20/2025
S2520049            ,A0239     ,PS051C8DB07000000001,48,185000,2/20/2025
S2520049            ,A0239     ,PS051C8DG63000000001,12,185000,2/20/2025
S2520049            ,A0239     ,PS051C8DW01000000001,12,180000,2/20/2025
S2520050            ,A0239     ,PS051C8DB07000000001,24,185000,2/20/2025
S2520050            ,A0239     ,PS051C8DLA8000000001,12,185000,2/20/2025
S2520050            ,A0239     ,PS051C8DW01000000001,12,180000,2/20/2025
S2520051            ,A0833     ,PS051C8DB07000000001,36,185000,2/20/2025
S2520051            ,A0833     ,PS051C8DH66000000001,12,180000,2/20/2025
S2520052            ,A0260     ,PS051C8DL06000000001,12,180000,2/20/2025
S2520052            ,A0260     ,PS051C8DY03000000001,12,180000,2/20/2025
S2520052            ,A0260     ,PS051C8DH66000000001,12,180000,2/20/2025
S2520052            ,A0260     ,PS051C8DLK9000000001,12,180000,2/20/2025
S2520052            ,A0260     ,PS051C8DLA8000000001,12,185000,2/20/2025
S2520052            ,A0260     ,PS051C8DB07000000001,12,185000,2/20/2025
S2520053            ,A0750     ,PS051C8DLK9000000001,10,180000,2/20/2025
S2520053            ,A0750     ,PS051C8DW01000000001,4,180000,2/20/2025
S2520053            ,A0750     ,PS051C8DB07000000001,10,185000,2/20/2025
S2520054            ,A0743     ,PS051C8DW01000000001,10,180000,2/20/2025
S2520054            ,A0743     ,PS051C8DH66000000001,5,180000,2/20/2025
S2520054            ,A0743     ,PS051C8DR11000000001,1,180000,2/20/2025
S2520054            ,A0743     ,PS051C8DB07000000001,38,185000,2/20/2025
S2520055            ,A0559     ,PS051C8DB07000000001,5,185000,2/20/2025
S2520055            ,A0559     ,PS051C8DLA8000000001,3,185000,2/20/2025
S2520055            ,A0559     ,PS051C8DH66000000001,3,180000,2/20/2025
S2520055            ,A0559     ,PS051C8DW01000000001,5,180000,2/20/2025
S2520055            ,A0559     ,PS051C8DS05000000001,3,180000,2/20/2025
S2520055            ,A0559     ,PS051C8DR11000000001,3,180000,2/20/2025
S2520055            ,A0559     ,PS051C8DY03000000001,1,180000,2/20/2025
S2520055            ,A0559     ,PS051C8DY62000000001,4,180000,2/20/2025
S2520055            ,A0559     ,PS051C8DLK9000000001,3,180000,2/20/2025
S2520056            ,A0186     ,PS051D4DB07000000001,6,136818.18,2/20/2025
S2520056            ,A0186     ,PS051D4DLG6000000001,7,136818.18,2/20/2025
S2520056            ,A0186     ,PS051D4DS51000000001,3,136818.18,2/20/2025
S2520056            ,A0186     ,PS051D4DL06000000001,12,131818.18,2/20/2025
S2520057            ,A0947     ,PS053A2DY03000000E01,1,281818.18,2/20/2025
S2520057            ,A0947     ,PS053A2DG04000000E01,1,281818.18,2/20/2025
S2520057            ,A0947     ,PS053A2DY62000000E01,1,281818.18,2/20/2025
S2520057            ,A0947     ,PS053A2DLK9000000E01,3,281818.18,2/20/2025
S2520057            ,A0947     ,PS053A2D015000000E01,1,281818.18,2/20/2025
S2520057            ,A0947     ,PS053A2DS51000000E01,1,286818.18,2/20/2025
S2520057            ,A0947     ,PS053A2DY03000000F01,1,281818.18,2/20/2025
S2520057            ,A0947     ,PS053A2DG04000000F01,1,281818.18,2/20/2025
S2520058            ,A0947     ,PS053A2DY62000000F01,1,0,2/20/2025
S2520058            ,A0947     ,PS053A2DS51000000G01,1,0,2/20/2025
S2520045            ,A0805     ,PS05288DG04000000F01,8,219090.91,2/19/2025
S2520045            ,A0805     ,PS05288D015000000G01,2,219090.91,2/19/2025
S2520046            ,A0805     ,PS05288DG04000000F01,5,219090.91,2/19/2025
S2520046            ,A0805     ,PS05288D015000000G01,5,219090.91,2/19/2025
S2520046            ,A0805     ,SXV021CBSCA003001,5,48181.82,2/19/2025
S2520047            ,A0805     ,PS05288D030000000G01,2,0,2/19/2025
S2520048            ,A0805     ,PS05288D030000000G01,1,0,2/19/2025
S2520048            ,A0805     ,PS05288DR12000000G01,1,0,2/19/2025
S2520042            ,A0666     ,PS05622DB07000000F01,3,567770.91,2/18/2025
S2520042            ,A0666     ,PS05622DB07000000G01,3,567770.91,2/18/2025
S2520042            ,A0666     ,PS05622DLG6000000G01,1,567770.91,2/18/2025
S2520042            ,A0666     ,PS05622DB07000000H01,2,567770.91,2/18/2025
S2520042            ,A0666     ,PS05622DB07000000I01,3,567770.91,2/18/2025
S2520042            ,A0666     ,SXV02342SCA001001,20,50000,2/18/2025
S2520042            ,A0666     ,SXV02342SCA003001,20,50000,2/18/2025
S2520043            ,A0351     ,PS051D4DH66000000001,8,131818.18,2/18/2025
S2520043            ,A0351     ,PS051D4DR21000000001,3,131818.18,2/18/2025
S2520043            ,A0351     ,PS051D4DLG6000000001,4,136818.18,2/18/2025
S2520043            ,A0351     ,PS051D4DS51000000001,9,136818.18,2/18/2025
S2520043            ,A0351     ,PS05378DB07000000001,10,225909.09,2/18/2025
S2520044            ,A0351     ,PS05378DB07000000001,2,0,2/18/2025
S2520035            ,A0734     ,PS05267DB07F06918G01,9,401363.64,2/17/2025
S2520035            ,A0734     ,PS05267DH43F06918G01,1,401363.64,2/17/2025
S2520036            ,A0734     ,PS05267DH43F06918G01,2,0,2/17/2025
S2520037            ,A0865     ,PS05848DH68B046B1F01,1,455000,2/17/2025
S2520037            ,A0865     ,PS05848DLH4B046B1F01,1,455000,2/17/2025
S2520037            ,A0865     ,PS05848DG54B046B1G01,2,455000,2/17/2025
S2520037            ,A0865     ,PS05848DH68B046B1G01,1,455000,2/17/2025
S2520037            ,A0865     ,PS05849DB07B0211HG01,3,341363.64,2/17/2025
S2520037            ,A0865     ,PS051E5DR12000000001,6,141363.64,2/17/2025
S2520037            ,A0865     ,PS051E5DL50000000001,2,136363.64,2/17/2025
S2520037            ,A0865     ,PS051E5DR47000000001,6,136363.64,2/17/2025
S2520037            ,A0865     ,PS051E5DG04000000001,3,136363.64,2/17/2025
S2520037            ,A0865     ,SXV02808SCA003001,3,31818.18,2/17/2025
S2520037            ,A0865     ,SXV02120SCA003002,40,31818.18,2/17/2025
S2520037            ,A0865     ,SXV02128SCA004001,15,31818.18,2/17/2025
S2520037            ,A0865     ,SXV02142SCA001001,3,31818.18,2/17/2025
S2520037            ,A0865     ,SXV021CBSCA003001,10,43636.36,2/17/2025
S2520037            ,A0865     ,SXV02342SCA001001,15,50000,2/17/2025
S2520038            ,A0492     ,PS051B9DY04000000001,20,157272.73,2/17/2025
S2520038            ,A0492     ,PS05288D030000000F01,10,219090.91,2/17/2025
S2520039            ,A0492     ,PS05288DG04000000F01,20,219090.91,2/17/2025
S2520039            ,A0492     ,PS05378DB07000000001,8,225909.09,2/17/2025
S2520039            ,A0492     ,PS05378DS51000000001,2,225909.09,2/17/2025
S2520040            ,A0492     ,PS051B9DY04000000001,3,0,2/17/2025
S2520040            ,A0492     ,PS051B9DY04S08018001,1,0,2/17/2025
S2520040            ,A0492     ,PS05288D030000000F01,2,0,2/17/2025
S2520041            ,A0492     ,PS05288DG04000000F01,4,0,2/17/2025
S2520041            ,A0492     ,PS05378DS51000000001,2,0,2/17/2025
S2520032            ,A0479     ,PS051D4DR18000000001,11,131818.18,2/15/2025
S2520032            ,A0479     ,PS051D4DR11000000001,8,131818.18,2/15/2025
S2520032            ,A0479     ,PS051D4DH66000000001,5,131818.18,2/15/2025
S2520032            ,A0479     ,PS05288DG04000000F01,2,219090.91,2/15/2025
S2520032            ,A0479     ,PS05378DB07000000001,2,225909.09,2/15/2025
S2520032            ,A0479     ,PS05848DG54B046B1G01,1,477727.27,2/15/2025
S2520032            ,A0479     ,PS05848DLH4B046B1G01,1,477727.27,2/15/2025
S2520032            ,A0479     ,PS05267DB07F06918G01,2,401363.64,2/15/2025
S2520032            ,A0479     ,PS05267DH43F06918G01,2,401363.64,2/15/2025
S2520032            ,A0479     ,PS05267DR11000000E01,2,324545.46,2/15/2025
S2520032            ,A0479     ,PS051E5DL50000000001,5,143636.36,2/15/2025
S2520032            ,A0479     ,PS051E5DR01000000001,3,143636.36,2/15/2025
S2520033            ,A0285     ,PS053A2DS51000000E01,6,286818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DR48000000E01,1,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DY62000000E01,2,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DY86000000E01,1,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DR48000000F01,2,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DY62000000F01,3,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DY86000000F01,1,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DR48000000G01,1,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DY62000000G01,1,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DY86000000G01,1,281818.18,2/15/2025
S2520033            ,A0285     ,PS053A2DLK9000000E01,1,281818.18,2/15/2025
S2520034            ,A0285     ,PS053A2DS51000000E01,4,0,2/15/2025
S2520029            ,A0822     ,PS051B9DB03000000001,1,149090.91,2/14/2025
S2520029            ,A0822     ,PS051B9DS51000000001,1,154090.91,2/14/2025
S2520029            ,A0822     ,PS051B8DB03W0321B001,24,156363.64,2/14/2025
S2520029            ,A0822     ,PS051B8DB07W0321B001,7,161363.64,2/14/2025
S2520029            ,A0822     ,PS051B8DW01W0321B001,3,156363.64,2/14/2025
S2520029            ,A0822     ,PS051B8DB03W12101001,2,156363.64,2/14/2025
S2520029            ,A0822     ,PS051B8DS01W12101001,2,156363.64,2/14/2025
S2520029            ,A0822     ,PS051B8DS05W12101001,2,156363.64,2/14/2025
S2520029            ,A0822     ,PS051E5DR12000000001,5,141363.64,2/14/2025
S2520029            ,A0822     ,PS051E5DR01000000001,5,136363.64,2/14/2025
S2520029            ,A0822     ,PS051E5DR47000000001,10,136363.64,2/14/2025
S2520029            ,A0822     ,PS051E5DY04000000001,3,136363.64,2/14/2025
S2520029            ,A0822     ,PS051E5DS01000000001,1,136363.64,2/14/2025
S2520029            ,A0822     ,PS051E4DR01000000001,3,127272.73,2/14/2025
S2520029            ,A0822     ,PS051E4DR18000000001,5,127272.73,2/14/2025
S2520029            ,A0822     ,SXV02288SCA001001,5,31818.18,2/14/2025
S2520029            ,A0822     ,SXV02288SCA003001,5,31818.18,2/14/2025
S2520029            ,A0822     ,SXV02809SCA003001,5,31818.18,2/14/2025
S2520029            ,A0822     ,SXV021CBSCA003001,8,43636.36,2/14/2025
S2520029            ,A0822     ,SXV02831SCA004001,2,47272.73,2/14/2025
S2520029            ,A0822     ,SXV02616SCA001001,12,60000,2/14/2025
S2520029            ,A0822     ,SXV02645SCA003001,10,50909.09,2/14/2025
S2520029            ,A0822     ,SXV02245SCA003002,18,50909.09,2/14/2025
S2520030            ,A0822     ,PS051B8DB07W0321B001,8,0,2/14/2025
S2520031            ,A0666     ,SXV02848SCA003001,2,35000,2/14/2025
S2520031            ,A0666     ,SXV02288SCA001001,20,31818.18,2/14/2025
S2520031            ,A0666     ,SXV02120SCA003002,200,31818.18,2/14/2025
S2520031            ,A0666     ,PS051C8DS05000000001,4,168181.82,2/14/2025
S2520031            ,A0666     ,PS051C8DG04000000001,2,168181.82,2/14/2025
S2520031            ,A0666     ,PS051E5DG04000000001,2,136363.64,2/14/2025
S2520031            ,A0666     ,PS051E5DR47000000001,2,136363.64,2/14/2025
S2520031            ,A0666     ,PS051E5DR12000000001,2,141363.64,2/14/2025
S2520031            ,A0666     ,PS05L02D000X0021JE01,2,345454.55,2/14/2025
S2520031            ,A0666     ,PS05L02D000X003C7E01,2,345454.55,2/14/2025
S2520031            ,A0666     ,PS05L02D000X0031BF01,2,345454.55,2/14/2025
S2520031            ,A0666     ,PS05L02DB07000000E03,2,327272.73,2/14/2025
S2520026            ,A0794     ,PS051D2DB07000000001,12,104090.91,2/13/2025
S2520026            ,A0794     ,PS051D2DH66000000001,12,99090.91,2/13/2025
S2520026            ,A0794     ,PS05831DLG6000000F01,4,482272.73,2/13/2025
S2520026            ,A0794     ,PS05831DR01A04718F01,5,572727.27,2/13/2025
S2520026            ,A0794     ,PS05831DW01A047B3F01,1,572727.27,2/13/2025
S2520027            ,A0794     ,PS05831DRE2A04718G01,2,0,2/13/2025
S2520028            ,A0260     ,SXV021AKSCA001001,60,56363.64,2/13/2025
S2520028            ,A0260     ,SXV021AKSCA003001,20,56363.64,2/13/2025
S2520022            ,A0606     ,PS05622DB07000000F01,2,595909.09,2/12/2025
S2520022            ,A0606     ,PS05622DB03000000F01,1,590909.09,2/12/2025
S2520022            ,A0606     ,PS05622DH66000000F01,1,590909.09,2/12/2025
S2520022            ,A0606     ,PS05622DB07000000G01,2,595909.09,2/12/2025
S2520022            ,A0606     ,PS05622DB03000000G01,3,590909.09,2/12/2025
S2520022            ,A0606     ,PS05622DH66000000G01,1,590909.09,2/12/2025
