"prd_no","logo","model","std","color","sqa","sqa_color","size","prd_name"
PZ023A23LK5000000G01,ZEUS,"388A",CNS,珍珠深藍灰,素色,素色,XL,ZEUS 388A CNS 珍珠深藍灰 XL
PZ023A23LK5000000H01,ZEUS,"388A",CNS,珍珠深藍灰,素色,素色,"2XL",ZEUS 388A CNS 珍珠深藍灰 2XL
PZ023A23R64000000D01,ZEUS,"388A",CNS,"032U紅",素色,素色,S,ZEUS 388A CNS 032U紅 S
PZ023A23R64000000E01,ZEUS,"388A",CNS,"032U紅",素色,素色,M,ZEUS 388A CNS 032U紅 M
PZ023A23R64000000F01,ZEUS,"388A",CNS,"032U紅",素色,素色,L,ZEUS 388A CNS 032U紅 L
PZ023A23R64000000G01,ZEUS,"388A",CNS,"032U紅",素色,素色,XL,ZEUS 388A CNS 032U紅 XL
PZ023A23R64000000H01,ZEUS,"388A",CNS,"032U紅",素色,素色,"2XL",ZEUS 388A CNS 032U紅 2XL
PZ023A23R89000000D01,ZEUS,"388A",CNS,消光酒紅,素色,素色,S,ZEUS 388A CNS 消光酒紅 S
PZ023A23R89000000E01,ZEUS,"388A",CNS,消光酒紅,素色,素色,M,ZEUS 388A CNS 消光酒紅 M
PZ023A23R89000000F01,ZEUS,"388A",CNS,消光酒紅,素色,素色,L,ZEUS 388A CNS 消光酒紅 L
PZ023A23R89000000G01,ZEUS,"388A",CNS,消光酒紅,素色,素色,XL,ZEUS 388A CNS 消光酒紅 XL
PZ023A23R89000000H01,ZEUS,"388A",CNS,消光酒紅,素色,素色,"2XL",ZEUS 388A CNS 消光酒紅 2XL
PZ023A23RA2000000D01,ZEUS,"388A",CNS,耐刮消光桃紅,素色,素色,S,ZEUS 388A CNS 耐刮消光桃紅 S
PZ023A23RA2000000E01,ZEUS,"388A",CNS,耐刮消光桃紅,素色,素色,M,ZEUS 388A CNS 耐刮消光桃紅 M
PZ023A23RA2000000F01,ZEUS,"388A",CNS,耐刮消光桃紅,素色,素色,L,ZEUS 388A CNS 耐刮消光桃紅 L
PZ023A23RA2000000G01,ZEUS,"388A",CNS,耐刮消光桃紅,素色,素色,XL,ZEUS 388A CNS 耐刮消光桃紅 XL
PZ023A23RA2000000H01,ZEUS,"388A",CNS,耐刮消光桃紅,素色,素色,"2XL",ZEUS 388A CNS 耐刮消光桃紅 2XL
PZ023A23RB8000000D01,ZEUS,"388A",CNS,玫瑰金iPhone6,素色,素色,S,ZEUS 388A CNS 玫瑰金 S
PZ023A23RB8000000E01,ZEUS,"388A",CNS,玫瑰金iPhone6,素色,素色,M,ZEUS 388A CNS 玫瑰金 M
PZ023A23RB8000000F01,ZEUS,"388A",CNS,玫瑰金iPhone6,素色,素色,L,ZEUS 388A CNS 玫瑰金 L
PZ023A23RB8000000G01,ZEUS,"388A",CNS,玫瑰金iPhone6,素色,素色,XL,ZEUS 388A CNS 玫瑰金 XL
PZ023A23RB8000000H01,ZEUS,"388A",CNS,玫瑰金iPhone6,素色,素色,"2XL",ZEUS 388A CNS 玫瑰金 2XL
PZ023A23RE5000000D01,ZEUS,"388A",CNS,抗刮消光玫瑰金,素色,素色,S,ZEUS 388A CNS 抗刮消光玫瑰金 S
PZ023A23RE5000000E01,ZEUS,"388A",CNS,抗刮消光玫瑰金,素色,素色,M,ZEUS 388A CNS 抗刮消光玫瑰金 M
PZ023A23RE5000000F01,ZEUS,"388A",CNS,抗刮消光玫瑰金,素色,素色,L,ZEUS 388A CNS 抗刮消光玫瑰金 L
PZ023A23RE5000000G01,ZEUS,"388A",CNS,抗刮消光玫瑰金,素色,素色,XL,ZEUS 388A CNS 抗刮消光玫瑰金 XL
PZ023A23RE5000000H01,ZEUS,"388A",CNS,抗刮消光玫瑰金,素色,素色,"2XL",ZEUS 388A CNS 抗刮消光玫瑰金 2XL
PZ023A23S52000000D01,ZEUS,"388A",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,S,ZEUS 388A CNS 抗刮消光珍珠黑銀 S
PZ023A23S52000000E01,ZEUS,"388A",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,M,ZEUS 388A CNS 抗刮消光珍珠黑銀 M
PZ023A23S52000000F01,ZEUS,"388A",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,L,ZEUS 388A CNS 抗刮消光珍珠黑銀 L
PZ023A23S52000000G01,ZEUS,"388A",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,XL,ZEUS 388A CNS 抗刮消光珍珠黑銀 XL
PZ023A23S52000000H01,ZEUS,"388A",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,"2XL",ZEUS 388A CNS 抗刮消光珍珠黑銀 2XL
PZ023A23W01000000D01,ZEUS,"388A",CNS,白,素色,素色,S,ZEUS 388A CNS 白 S
PZ023A23W01000000E01,ZEUS,"388A",CNS,白,素色,素色,M,ZEUS 388A CNS 白 M
PZ023A23W01000000F01,ZEUS,"388A",CNS,白,素色,素色,L,ZEUS 388A CNS 白 L
PZ023A23W01000000G01,ZEUS,"388A",CNS,白,素色,素色,XL,ZEUS 388A CNS 白 XL
PZ023A23W01000000H01,ZEUS,"388A",CNS,白,素色,素色,"2XL",ZEUS 388A CNS 白 2XL
PZ023A23YE5000000D01,ZEUS,"388A",CNS,指定卡其色90513,素色,素色,S,ZEUS 388A CNS 指定卡其色 S
PZ023A23YE5000000E01,ZEUS,"388A",CNS,指定卡其色90513,素色,素色,M,ZEUS 388A CNS 指定卡其色 M
PZ023A23YE5000000F01,ZEUS,"388A",CNS,指定卡其色90513,素色,素色,L,ZEUS 388A CNS 指定卡其色 L
PZ023A23YE5000000G01,ZEUS,"388A",CNS,指定卡其色90513,素色,素色,XL,ZEUS 388A CNS 指定卡其色 XL
PZ023A23YE5000000H01,ZEUS,"388A",CNS,指定卡其色90513,素色,素色,"2XL",ZEUS 388A CNS 指定卡其色 2XL
PZ023A23YE6000000D01,ZEUS,"388A",CNS,淺粉棕(法國粉),素色,素色,S,ZEUS 388A CNS 淺粉棕 S
PZ023A23YE6000000E01,ZEUS,"388A",CNS,淺粉棕(法國粉),素色,素色,M,ZEUS 388A CNS 淺粉棕 M
PZ023A23YE6000000F01,ZEUS,"388A",CNS,淺粉棕(法國粉),素色,素色,L,ZEUS 388A CNS 淺粉棕 L
PZ023A23YE6000000G01,ZEUS,"388A",CNS,淺粉棕(法國粉),素色,素色,XL,ZEUS 388A CNS 淺粉棕 XL
PZ023A23YE6000000H01,ZEUS,"388A",CNS,淺粉棕(法國粉),素色,素色,"2XL",ZEUS 388A CNS 淺粉棕 2XL
PZ025243B03000000F01,ZEUS,"507D",CNS,珍珠黑,素色,素色,L,ZEUS 507D CNS 珍珠黑 L
PZ025243B03000000G01,ZEUS,"507D",CNS,珍珠黑,素色,素色,XL,ZEUS 507D CNS 珍珠黑 XL
PZ025243B07000000G01,ZEUS,"507D",CNS,抗刮消光黑,素色,素色,XL,ZEUS 507D CNS 抗刮消光黑 XL
PZ025243H02000000G01,ZEUS,"507D",CNS,新鐵灰,素色,素色,XL,ZEUS 507D CNS 新鐵灰 XL
PZ025243S01000000E01,ZEUS,"507D",CNS,白銀,素色,素色,M,ZEUS 507D CNS 白銀 M
PZ025243W01000000E01,ZEUS,"507D",CNS,白,素色,素色,M,ZEUS 507D CNS 白 M
PZ025243W01000000F01,ZEUS,"507D",CNS,白,素色,素色,L,ZEUS 507D CNS 白 L
PZ025243W01000000G01,ZEUS,"507D",CNS,白,素色,素色,XL,ZEUS 507D CNS 白 XL
PZ026043B07000000E01,ZEUS,"609",CNS,抗刮消光黑,素色,素色,M,ZEUS 609 CNS 抗刮消光黑 M
PZ026043B07000000G01,ZEUS,"609",CNS,抗刮消光黑,素色,素色,XL,ZEUS 609 CNS 抗刮消光黑 XL
PZ026043B07000000I01,ZEUS,"609",CNS,抗刮消光黑,素色,素色,"3XL",ZEUS 609 CNS 抗刮消光黑 3XL
PZ026043W01000000D01,ZEUS,"609",CNS,白,素色,素色,S,ZEUS 609 CNS 白 S
PZ026043W01000000E01,ZEUS,"609",CNS,白,素色,素色,M,ZEUS 609 CNS 白 M
PZ026043W01000000G01,ZEUS,"609",CNS,白,素色,素色,XL,ZEUS 609 CNS 白 XL
PZ026043W01000000I01,ZEUS,"609",CNS,白,素色,素色,"3XL",ZEUS 609 CNS 白 3XL
PZ026223B03000000D01,ZEUS,"611E",CNS,珍珠黑,素色,素色,S,ZEUS 611E CNS 珍珠黑 S
PZ026223B03000000E01,ZEUS,"611E",CNS,珍珠黑,素色,素色,M,ZEUS 611E CNS 珍珠黑 M
PZ026223B03000000F01,ZEUS,"611E",CNS,珍珠黑,素色,素色,L,ZEUS 611E CNS 珍珠黑 L
PZ026223B03000000G01,ZEUS,"611E",CNS,珍珠黑,素色,素色,XL,ZEUS 611E CNS 珍珠黑 XL
PZ026223B03000000H01,ZEUS,"611E",CNS,珍珠黑,素色,素色,"2XL",ZEUS 611E CNS 珍珠黑 2XL
PZ026223B03000000I01,ZEUS,"611E",CNS,珍珠黑,素色,素色,"3XL",ZEUS 611E CNS 珍珠黑 3XL
PZ026223B07000000D01,ZEUS,"611E",CNS,抗刮消光黑,素色,素色,S,ZEUS 611E CNS 抗刮消光黑 S
PZ026223B07000000E01,ZEUS,"611E",CNS,抗刮消光黑,素色,素色,M,ZEUS 611E CNS 抗刮消光黑 M
PZ026223B07000000F01,ZEUS,"611E",CNS,抗刮消光黑,素色,素色,L,ZEUS 611E CNS 抗刮消光黑 L
PZ026223B07000000G01,ZEUS,"611E",CNS,抗刮消光黑,素色,素色,XL,ZEUS 611E CNS 抗刮消光黑 XL
PZ026223B07000000H01,ZEUS,"611E",CNS,抗刮消光黑,素色,素色,"2XL",ZEUS 611E CNS 抗刮消光黑 2XL
PZ026223B07000000I01,ZEUS,"611E",CNS,抗刮消光黑,素色,素色,"3XL",ZEUS 611E CNS 抗刮消光黑 3XL
PZ026223B07T06513D01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,藍,S,ZEUS 611E CNS 抗刮消光黑 TT18 藍 S
PZ026223B07T06513E01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,藍,M,ZEUS 611E CNS 抗刮消光黑 TT18 藍 M
PZ026223B07T06513F01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,藍,L,ZEUS 611E CNS 抗刮消光黑 TT18 藍 L
PZ026223B07T06513G01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,藍,XL,ZEUS 611E CNS 抗刮消光黑 TT18 藍 XL
PZ026223B07T06513H01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,藍,"2XL",ZEUS 611E CNS 抗刮消光黑 TT18 藍 2XL
PZ026223B07T06513I01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,藍,"3XL",ZEUS 611E CNS 抗刮消光黑 TT18 藍 3XL
PZ026223B07T0651BD01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,紅,S,ZEUS 611E CNS 抗刮消光黑 TT18 紅 S
PZ026223B07T0651BE01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,紅,M,ZEUS 611E CNS 抗刮消光黑 TT18 紅 M
PZ026223B07T0651BF01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,紅,L,ZEUS 611E CNS 抗刮消光黑 TT18 紅 L
PZ026223B07T0651BG01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,紅,XL,ZEUS 611E CNS 抗刮消光黑 TT18 紅 XL
PZ026223B07T0651BH01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,紅,"2XL",ZEUS 611E CNS 抗刮消光黑 TT18 紅 2XL
PZ026223B07T0651BI01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,紅,"3XL",ZEUS 611E CNS 抗刮消光黑 TT18 紅 3XL
PZ026223B07T0651HD01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,螢光黃,S,ZEUS 611E CNS 抗刮消光黑 TT18 螢光黃 S
PZ026223B07T0651HE01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,螢光黃,M,ZEUS 611E CNS 抗刮消光黑 TT18 螢光黃 M
PZ026223B07T0651HF01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,螢光黃,L,ZEUS 611E CNS 抗刮消光黑 TT18 螢光黃 L
PZ026223B07T0651HG01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,螢光黃,XL,ZEUS 611E CNS 抗刮消光黑 TT18 螢光黃 XL
PZ026223B07T0651HH01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,螢光黃,"2XL",ZEUS 611E CNS 抗刮消光黑 TT18 螢光黃 2XL
PZ026223B07T0651HI01,ZEUS,"611E",CNS,抗刮消光黑,TT18水漂,螢光黃,"3XL",ZEUS 611E CNS 抗刮消光黑 TT18 螢光黃 3XL
PZ026223B07T07513D01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,藍,S,ZEUS 611E CNS 抗刮消光黑 TT25 藍 S
PZ026223B07T07513E01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,藍,M,ZEUS 611E CNS 抗刮消光黑 TT25 藍 M
PZ026223B07T07513F01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,藍,L,ZEUS 611E CNS 抗刮消光黑 TT25 藍 L
PZ026223B07T07513G01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,藍,XL,ZEUS 611E CNS 抗刮消光黑 TT25 藍 XL
PZ026223B07T07513H01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,藍,"2XL",ZEUS 611E CNS 抗刮消光黑 TT25 藍 2XL
PZ026223B07T07513I01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,藍,"3XL",ZEUS 611E CNS 抗刮消光黑 TT25 藍 3XL
PZ026223B07T07516D01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,銀,S,ZEUS 611E CNS 抗刮消光黑 TT25 銀 S
PZ026223B07T07516E01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,銀,M,ZEUS 611E CNS 抗刮消光黑 TT25 銀 M
PZ026223B07T07516F01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,銀,L,ZEUS 611E CNS 抗刮消光黑 TT25 銀 L
PZ026223B07T07516G01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,銀,XL,ZEUS 611E CNS 抗刮消光黑 TT25 銀 XL
PZ026223B07T07516H01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,銀,"2XL",ZEUS 611E CNS 抗刮消光黑 TT25 銀 2XL
PZ026223B07T07516I01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,銀,"3XL",ZEUS 611E CNS 抗刮消光黑 TT25 銀 3XL
PZ026223B07T0751BD01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,紅,S,ZEUS 611E CNS 抗刮消光黑 TT25 紅 S
PZ026223B07T0751BE01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,紅,M,ZEUS 611E CNS 抗刮消光黑 TT25 紅 M
PZ026223B07T0751BF01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,紅,L,ZEUS 611E CNS 抗刮消光黑 TT25 紅 L
PZ026223B07T0751BG01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,紅,XL,ZEUS 611E CNS 抗刮消光黑 TT25 紅 XL
PZ026223B07T0751BH01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,紅,"2XL",ZEUS 611E CNS 抗刮消光黑 TT25 紅 2XL
PZ026223B07T0751BI01,ZEUS,"611E",CNS,抗刮消光黑,TT25水漂,紅,"3XL",ZEUS 611E CNS 抗刮消光黑 TT25 紅 3XL
PZ026223H53000000E01,ZEUS,"611E",CNS,水泥灰LH-80320,素色,素色,M,ZEUS 611E CNS 水泥灰 M
PZ026223H53000000F01,ZEUS,"611E",CNS,水泥灰LH-80320,素色,素色,L,ZEUS 611E CNS 水泥灰 L
PZ026223H53000000G01,ZEUS,"611E",CNS,水泥灰LH-80320,素色,素色,XL,ZEUS 611E CNS 水泥灰 XL
PZ026223H53000000H01,ZEUS,"611E",CNS,水泥灰LH-80320,素色,素色,"2XL",ZEUS 611E CNS 水泥灰 2XL
PZ026223LA8000000E01,ZEUS,"611E",CNS,指定啞光藍,素色,素色,M,ZEUS 611E CNS 啞光藍 M
PZ026223LA8000000F01,ZEUS,"611E",CNS,指定啞光藍,素色,素色,L,ZEUS 611E CNS 啞光藍 L
PZ026223LA8000000G01,ZEUS,"611E",CNS,指定啞光藍,素色,素色,XL,ZEUS 611E CNS 啞光藍 XL
PZ026223LA8000000H01,ZEUS,"611E",CNS,指定啞光藍,素色,素色,"2XL",ZEUS 611E CNS 啞光藍 2XL
PZ026223LA8000000I01,ZEUS,"611E",CNS,指定啞光藍,素色,素色,"3XL",ZEUS 611E CNS 啞光藍 3XL
PZ026223S52000000E01,ZEUS,"611E",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,M,ZEUS 611E CNS 抗刮消光珍珠黑銀 M
PZ026223S52000000F01,ZEUS,"611E",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,L,ZEUS 611E CNS 抗刮消光珍珠黑銀 L
PZ026223S52000000G01,ZEUS,"611E",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,XL,ZEUS 611E CNS 抗刮消光珍珠黑銀 XL
PZ026223S52000000H01,ZEUS,"611E",CNS,抗刮消光珍珠黑銀Black 7C,素色,素色,"2XL",ZEUS 611E CNS 抗刮消光珍珠黑銀 2XL
PZ026223W01000000D01,ZEUS,"611E",CNS,白,素色,素色,S,ZEUS 611E CNS 白 S
PZ026223W01000000E01,ZEUS,"611E",CNS,白,素色,素色,M,ZEUS 611E CNS 白 M
PZ026223W01000000F01,ZEUS,"611E",CNS,白,素色,素色,L,ZEUS 611E CNS 白 L
PZ026223W01000000G01,ZEUS,"611E",CNS,白,素色,素色,XL,ZEUS 611E CNS 白 XL
PZ026223W01000000H01,ZEUS,"611E",CNS,白,素色,素色,"2XL",ZEUS 611E CNS 白 2XL
PZ026223W01000000I01,ZEUS,"611E",CNS,白,素色,素色,"3XL",ZEUS 611E CNS 白 3XL
PZ026223W01T06513D01,ZEUS,"611E",CNS,白,TT18水漂,藍,S,ZEUS 611E CNS 白 TT18 藍 S
PZ026223W01T06513E01,ZEUS,"611E",CNS,白,TT18水漂,藍,M,ZEUS 611E CNS 白 TT18 藍 M
PZ026223W01T06513F01,ZEUS,"611E",CNS,白,TT18水漂,藍,L,ZEUS 611E CNS 白 TT18 藍 L
PZ026223W01T06513G01,ZEUS,"611E",CNS,白,TT18水漂,藍,XL,ZEUS 611E CNS 白 TT18 藍 XL
PZ026223W01T06513H01,ZEUS,"611E",CNS,白,TT18水漂,藍,"2XL",ZEUS 611E CNS 白 TT18 藍 2XL
PZ026223W01T06513I01,ZEUS,"611E",CNS,白,TT18水漂,藍,"3XL",ZEUS 611E CNS 白 TT18 藍 3XL
PZ026223W01T0651BD01,ZEUS,"611E",CNS,白,TT18水漂,紅,S,ZEUS 611E CNS 白 TT18 紅 S
PZ026223W01T0651BE01,ZEUS,"611E",CNS,白,TT18水漂,紅,M,ZEUS 611E CNS 白 TT18 紅 M
PZ026223W01T0651BF01,ZEUS,"611E",CNS,白,TT18水漂,紅,L,ZEUS 611E CNS 白 TT18 紅 L
PZ026223W01T0651BG01,ZEUS,"611E",CNS,白,TT18水漂,紅,XL,ZEUS 611E CNS 白 TT18 紅 XL
PZ026223W01T0651BH01,ZEUS,"611E",CNS,白,TT18水漂,紅,"2XL",ZEUS 611E CNS 白 TT18 紅 2XL
PZ026223W01T0651BI01,ZEUS,"611E",CNS,白,TT18水漂,紅,"3XL",ZEUS 611E CNS 白 TT18 紅 3XL
PZ026223W01T0651HD01,ZEUS,"611E",CNS,白,TT18水漂,螢光黃,S,ZEUS 611E CNS 白 TT18 螢光黃 S
PZ026223W01T0651HE01,ZEUS,"611E",CNS,白,TT18水漂,螢光黃,M,ZEUS 611E CNS 白 TT18 螢光黃 M
PZ026223W01T0651HF01,ZEUS,"611E",CNS,白,TT18水漂,螢光黃,L,ZEUS 611E CNS 白 TT18 螢光黃 L
PZ026223W01T0651HG01,ZEUS,"611E",CNS,白,TT18水漂,螢光黃,XL,ZEUS 611E CNS 白 TT18 螢光黃 XL
PZ026223W01T0651HH01,ZEUS,"611E",CNS,白,TT18水漂,螢光黃,"2XL",ZEUS 611E CNS 白 TT18 螢光黃 2XL
PZ026223W01T0651HI01,ZEUS,"611E",CNS,白,TT18水漂,螢光黃,"3XL",ZEUS 611E CNS 白 TT18 螢光黃 3XL
PZ026223Y90T06513D01,ZEUS,"611E",CNS,螢光黃#809,TT18水漂,藍,S,ZEUS 611E CNS 螢光黃 TT18 藍 S
PZ026223Y90T06513E01,ZEUS,"611E",CNS,螢光黃#809,TT18水漂,藍,M,ZEUS 611E CNS 螢光黃 TT18 藍 M
PZ026223Y90T06513F01,ZEUS,"611E",CNS,螢光黃#809,TT18水漂,藍,L,ZEUS 611E CNS 螢光黃 TT18 藍 L
PZ026223Y90T06513G01,ZEUS,"611E",CNS,螢光黃#809,TT18水漂,藍,XL,ZEUS 611E CNS 螢光黃 TT18 藍 XL
PZ026223Y90T06513H01,ZEUS,"611E",CNS,螢光黃#809,TT18水漂,藍,"2XL",ZEUS 611E CNS 螢光黃 TT18 藍 2XL
PZ026223Y90T06513I01,ZEUS,"611E",CNS,螢光黃#809,TT18水漂,藍,"3XL",ZEUS 611E CNS 螢光黃 TT18 藍 3XL
PZ026253B03000000D01,ZEUS,"612A",CNS,珍珠黑,素色,素色,S,ZEUS 612A CNS 珍珠黑 S
PZ026253B03000000E01,ZEUS,"612A",CNS,珍珠黑,素色,素色,M,ZEUS 612A CNS 珍珠黑 M
PZ026253B03000000F01,ZEUS,"612A",CNS,珍珠黑,素色,素色,L,ZEUS 612A CNS 珍珠黑 L
PZ026253B03000000G01,ZEUS,"612A",CNS,珍珠黑,素色,素色,XL,ZEUS 612A CNS 珍珠黑 XL
PZ026253B03000000H01,ZEUS,"612A",CNS,珍珠黑,素色,素色,"2XL",ZEUS 612A CNS 珍珠黑 2XL
PZ026253B03000000I01,ZEUS,"612A",CNS,珍珠黑,素色,素色,"3XL",ZEUS 612A CNS 珍珠黑 3XL
PZ026253B07000000D01,ZEUS,"612A",CNS,抗刮消光黑,素色,素色,S,ZEUS 612A CNS 抗刮消光黑 S
PZ026253B07000000E01,ZEUS,"612A",CNS,抗刮消光黑,素色,素色,M,ZEUS 612A CNS 抗刮消光黑 M
PZ026253B07000000F01,ZEUS,"612A",CNS,抗刮消光黑,素色,素色,L,ZEUS 612A CNS 抗刮消光黑 L
PZ026253B07000000G01,ZEUS,"612A",CNS,抗刮消光黑,素色,素色,XL,ZEUS 612A CNS 抗刮消光黑 XL
PZ026253B07000000H01,ZEUS,"612A",CNS,抗刮消光黑,素色,素色,"2XL",ZEUS 612A CNS 抗刮消光黑 2XL
PZ026253B07000000I01,ZEUS,"612A",CNS,抗刮消光黑,素色,素色,"3XL",ZEUS 612A CNS 抗刮消光黑 3XL
PZ026253B07A02210D01,ZEUS,"612A",CNS,抗刮消光黑,AD1水漂,白,S,ZEUS 612A CNS 抗刮消光黑 AD1 白 S
PZ026253B07A02210E01,ZEUS,"612A",CNS,抗刮消光黑,AD1水漂,白,M,ZEUS 612A CNS 抗刮消光黑 AD1 白 M
PZ026253B07A02210F01,ZEUS,"612A",CNS,抗刮消光黑,AD1水漂,白,L,ZEUS 612A CNS 抗刮消光黑 AD1 白 L
PZ026253B07A02210G01,ZEUS,"612A",CNS,抗刮消光黑,AD1水漂,白,XL,ZEUS 612A CNS 抗刮消光黑 AD1 白 XL
PZ026253B07A02210H01,ZEUS,"612A",CNS,抗刮消光黑,AD1水漂,白,"2XL",ZEUS 612A CNS 抗刮消光黑 AD1 白 2XL
PZ026253B07A02210I01,ZEUS,"612A",CNS,抗刮消光黑,AD1水漂,白,"3XL",ZEUS 612A CNS 抗刮消光黑 AD1 白 3XL
PZ026253B07A02513D01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,藍,S,ZEUS 612A CNS 抗刮消光黑 AD4 藍 S
PZ026253B07A02513E01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,藍,M,ZEUS 612A CNS 抗刮消光黑 AD4 藍 M
PZ026253B07A02513F01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,藍,L,ZEUS 612A CNS 抗刮消光黑 AD4 藍 L
PZ026253B07A02513G01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,藍,XL,ZEUS 612A CNS 抗刮消光黑 AD4 藍 XL
PZ026253B07A02513H01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,藍,"2XL",ZEUS 612A CNS 抗刮消光黑 AD4 藍 2XL
PZ026253B07A02513I01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,藍,"3XL",ZEUS 612A CNS 抗刮消光黑 AD4 藍 3XL
PZ026253B07A0251ED01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,橘,S,ZEUS 612A CNS 抗刮消光黑 AD4 橘 S
PZ026253B07A0251EE01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,橘,M,ZEUS 612A CNS 抗刮消光黑 AD4 橘 M
PZ026253B07A0251EF01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,橘,L,ZEUS 612A CNS 抗刮消光黑 AD4 橘 L
PZ026253B07A0251EG01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,橘,XL,ZEUS 612A CNS 抗刮消光黑 AD4 橘 XL
PZ026253B07A0251EH01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,橘,"2XL",ZEUS 612A CNS 抗刮消光黑 AD4 橘 2XL
PZ026253B07A0251EI01,ZEUS,"612A",CNS,抗刮消光黑,AD4水漂,橘,"3XL",ZEUS 612A CNS 抗刮消光黑 AD4 橘 3XL
PZ026253B07A40713E01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,藍,M,ZEUS 612A CNS 抗刮消光黑 AD17 藍 M
PZ026253B07A40713F01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,藍,L,ZEUS 612A CNS 抗刮消光黑 AD17 藍 L
PZ026253B07A40713H01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,藍,"2XL",ZEUS 612A CNS 抗刮消光黑 AD17 藍 2XL
PZ026253B07A40717E01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,咖啡,M,ZEUS 612A CNS 抗刮消光黑 AD17 咖啡 M
PZ026253B07A40717F01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,咖啡,L,ZEUS 612A CNS 抗刮消光黑 AD17 咖啡 L
PZ026253B07A40717G01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,咖啡,XL,ZEUS 612A CNS 抗刮消光黑 AD17 咖啡 XL
PZ026253B07A40719F01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,灰,L,ZEUS 612A CNS 抗刮消光黑 AD17 灰 L
PZ026253B07A40719G01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,灰,XL,ZEUS 612A CNS 抗刮消光黑 AD17 灰 XL
PZ026253B07A40719H01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,灰,"2XL",ZEUS 612A CNS 抗刮消光黑 AD17 灰 2XL
PZ026253B07A4071DE01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,粉紅,M,ZEUS 612A CNS 抗刮消光黑 AD17 粉紅 M
PZ026253B07A4071EF01,ZEUS,"612A",CNS,抗刮消光黑,AD17水漂,橘,L,ZEUS 612A CNS 抗刮消光黑 AD17 橘 L
